ASV	Domain	Phylum	Class	Order	Family	Genus	Species
2cb73232e5ddd846b0ac2f2cbd198461	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Arenicellales	 f__Arenicellaceae		
e77f17f2c99720e462bc3b5dad858190	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
2257bcab936de1d58e07d4b392ef6eff	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Hellea	
4bc329b390e645f37fa1a962febc6220	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Cyanobacteriales	 f__Xenococcaceae	 g__Pleurocapsa_PCC-7319	 s__Stanieria_sp.
642966ee207bbc132ac8c6992dec50fd	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
277917d3a79944402e9f8ed4634f0cfb	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	 s__Roseibacillus_persicicus
c6a0f07b84e7871df3e3601234407611	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Halieaceae	 g__Halioglobus	 s__uncultured_OM60
928e490cd00f81ac136531be5e99fc4b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Granulosicoccales	 f__Granulosicoccaceae	 g__Granulosicoccus	
90cd2e302b02fd3b69a13e9f9da68a4c	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
e4f43ee146da8739d0b17b68df8b664b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Ochrobactrum	
1349a5e8217f35a6deedc2d7c1b32d2b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Colwelliaceae	 g__Colwellia	
2cd482d90740a299a0f23ef5cda1305d	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfocapsaceae		
303c6024264ae553b8b18cab652a7c92	d__Bacteria	 p__Desulfobacterota	 c__Desulfobacteria	 o__Desulfobacterales	 f__Desulfolunaceae	 g__Desulfofrigus	 s__uncultured_Desulfofrigus
661fa699a375fbf839dc0bd0364865a2	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__Brevundimonas	
4e6f19fbdff23d4dc142e0dbcdbe53c3	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Tenacibaculum	
2af309ebffdba6205f875c7fc8bcf7e9	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
bae58c0c50f60dc7d4d0afa6cb28922a	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Mycoplasmatales	 f__Mycoplasmataceae	 g__Mycoplasma	 s__Aplysia_californica
d2999000bd7f8fc4d310a45ea1d62136	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Staphylococcales	 f__Staphylococcaceae	 g__Staphylococcus	 s__Staphylococcus_vitulinus
4acf549c04962200c30438914c7765d6	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
f30cce1bf898cddae6127534a722db3e	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
05483948824adf7f1030f079323fba23	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Fucus_vesiculosus
8188a551b77467099a4566bc57877c13	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	
03b7bae13abe83d8b74bf314337bc652	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Synedra_hyperborea
e449ce02a31127b36f1f9ea9429a78b3	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Winogradskyella	
6442cf1ce566c9ff5a14fbaab7404dd0	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	 s__uncultured_planctomycete
b05054c1fd2f78e32d2c06afeea2c32a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Yoonia-Loktanella	 s__Loktanella_salsilacus
128f5c3f559e95fe8afdf024e20184cd	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Sulfitobacter	
fd658dc5fb0506d9ad28ba1ad932489a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Alteromonadaceae	 g__Paraglaciecola	
ef870372efa1a3ecac1742cbca3c16ce	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae		
7a0c1b9b68e02359a29bf58ecaccc35c	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	
2a06e35923645b3cc79c4a62f32f21a0	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Luteolibacter	 s__Luteolibacter_algae
dfcadd608b68f7898c4ac5a7bcca2f26	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Rubritalea	 s__Rubritalea_spongiae
358c06556e9faeb5858489d8c1347e08	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Ilumatobacteraceae	 g__Ilumatobacter	 s__Ilumatobacter_nonamiensis
ed5ca50368921f10981b69090515353b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae		
877eb797fe5fc65917a1add1b411fa3d	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	
928ca2d56b4d2874753adffb8b570b7d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Shewanellaceae	 g__Shewanella	
0dafebd6cd05bddca41dd61341f22268	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Rubritalea	 s__uncultured_bacterium
d0836287bcd270774801531d7cf86bee	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Microtrichaceae	 g__uncultured	 s__uncultured_Acidimicrobiales
70dc884fae0a3e6335e66baf78a49fb0	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Pseudahrensia	
389716c843146e774cbcf72976218eaa	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Palmaria_palmata
c436ef065e2f53b290d2ecca29806c39	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
50a8f1d1c43391745d387219f4c6979f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
e2e72c4a9fefd4ec9437b06cde0e141a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
0eea2ec96c7c1955fc9525110e07594a	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	 s__Roseibacillus_persicicus
3e4921f69a57ab0ea51eecaff2a7cf8f	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__DEV007	 g__DEV007	 s__uncultured_Verrucomicrobia
585a3b1e0c97d69589b410e2ada310a4	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
b43b1e2ab4de3d03ff35a6bcd7fd6424	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
cf4eef6a701b97a17a7b676720f8d288	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Porticoccaceae	 g__C1-B045	 s__uncultured_gamma
ef8a8e5ddfce4b59b095d4a67af1d242	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Pseudoalteromonadaceae	 g__Pseudoalteromonas	
5f817b34e80bd691626d6cb1cdf19add	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Rhodopirellula	 s__uncultured_planctomycete
17e739eb763cd860be3cb5093c9828c3	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
5c5a63ba4937494ce3e901aec9064a95	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Erythrobacter	 s__Erythrobacter_marinus
4494bc393412fe56e528e1bde389fe4a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Amylibacter	 s__uncultured_Rhodobacteraceae
b631c934e16dac5c4701fa10889f16ac	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinifilaceae	 g__uncultured	 s__uncultured_marine
f9c09ffc78679a2f9a375269a063f46a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Winogradskyella	
b34fa3daacde39c8372c3aaebe972022	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	
1ea3365626bb2867b89ebc4b3fb19625	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae		
4b4b8e4396351dc4477990ab9f083fbc	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__uncultured	 s__Gammaproteobacteria_bacterium
dfae6eab1b1dc17eb7581f3c8141b2d6	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	
062afce134ece8213bb4ecf71e5c495f	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	
ec8498a8580cca09095252354418406d	d__Bacteria	 p__Campilobacterota	 c__Campylobacteria	 o__Campylobacterales	 f__Arcobacteraceae	 g__uncultured	
8a03c54785c878619069fc9f51b48b4b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Robiginitomaculum	 s__uncultured_gamma
bb3b2b3e7902fd23a09776911c951d8a	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	 s__uncultured_planctomycete
5bb3d991006b6723eb2500aec2acd959	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
6d720e098a913c637ac5a86a471d8238	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Corynebacteriaceae	 g__Corynebacterium	
e1de2d215d8675168b20472ab6806e13	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Litorimonas	 s__Litorimonas_cladophorae
44aa09bdf94c9ffb13e1fa31e3e1e788	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Burkholderiaceae	 g__Ralstonia	
0bd61337e64267e68e16d81617e89862	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Maribacter	
c9e39303021b438254fc5875df0fad64	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	
10089d6ede3b8c0d92101571ca9b71d7	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
bc7d6d3f48c8ae10393cbfbd4d6517e3	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Ulvibacter	
b90a0389c3e4ccd1831bb2e70cab2a25	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
c1f6cfdb329780cc43ac2bcb191adfe8	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Litoreibacter	
802b2aa058633a2061c8d69fc5347399	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	 s__Roseibacillus_persicicus
90750908ef7a04deef867b753cfc3f00	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
e404e1ab824f180bc0b4afe9c564860b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
e17d73551e3fd2f5c3106521934028a5	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Psychromonadaceae	 g__Psychromonas	
5522ccb41c456e59593013b7ccf2e041	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcales-Tissierellales	 g__Finegoldia	 s__Finegoldia_magna
7693a5360f68a7d61cb026e4049e2f90	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae		
98cdc66b33722fa7802291ec6b37cf6a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Ahrensia	
8d5ec3d7d11dbb15406fb04e9a9cc177	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Pseudozobellia	 s__uncultured_bacterium
dae44a34ad92134a4820365df95e2133	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Pylaiella_littoralis
54d60a8d6191b0589c058fd92176e147	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
6cd3ad065651653dcc4cf7ac76a15207	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Micrococcaceae	 g__Micrococcus	
837de9639859151685bf3aedb17d773a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae	 g__Stenotrophomonas	
d7f4e15e48a7bfa29f0b4cd45836cd21	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
44cf18e0cd587b97663eb8c15df20c28	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__uncultured	 f__uncultured	 g__uncultured	 s__uncultured_Alphaproteobacteria
d20770cccf9f3d8da4ad01cfcf6a085e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Polaribacter	
b9d1adf6441822059f0450d49e00a951	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Cyanobacteriales	 f__Xenococcaceae	 g__Pleurocapsa_PCC-7319	
dbaa551187ed8ad1f3baaf43febb1ba9	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae		
95b4bc3861edbfa8e83d95a1ad235985	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
996890ed3f4c02479089854cd7166a31	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
eee8518b633cdf5edb95936835e4e080	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae		
eb99542b814e7a3cee943a8a0b934c3c	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Pseudahrensia	
cae248a8abf069cd5a1cfb21b4d9150c	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
8894e8a06f6c4b419efd5e3d7e643ed9	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Hildenbrandia_rivularis
662643fe40e01bd08f1b15560a9fc1f9	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Rubidimonas	 s__Rubidimonas_crustatorum
39fcc01b52617a098cc9db9a7c92abfd	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Pseudozobellia	 s__uncultured_bacterium
ac0ef93c0be93de8d2c74c23ea575c9e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Polaribacter	
ba6ab7bb0a0c4d355fea14cd8497def8	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Sulfitobacter	
230aefe959ebfe0cb0fbe8c7af7fd245	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	
c0f1e10b5cbee2d96817c568e47a7fa8	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Paludibacteraceae	 g__uncultured	 s__uncultured_Bacteroidetes
939eb3d189606f05c561dff639da4353	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
7ea376bb7067cbb55cf5a31a34d0602c	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Persicirhabdus	 s__uncultured_Verrucomicrobia
5f2e13911186cf770bd19f8c773fb4f2	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Ectocarpus_siliculosus
d6ff62e4a3ed6060d884cd6ab370ad13	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Mitochondria	 g__Mitochondria	
042b4f81eefa1df460f3d66e947c18d4	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinifilaceae	 g__Marinifilum	
b18b31cc68fb6b9d43d71800d7b2e6ff	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__Leucothrix	
b888593e45acdf1365a0393f235d1d92	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Granulosicoccales	 f__Granulosicoccaceae	 g__Granulosicoccus	
976c4c2028713814671c35e03e622952	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Synedra_hyperborea
de459c8c3d9e98ff315fd24e5615a7d7	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Yoonia-Loktanella	
17be22171d3a0dc3b31d35c302eadc6d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Granulosicoccales	 f__Granulosicoccaceae	 g__Granulosicoccus	 s__Granulosicoccus_marinus
7fb587bafca44b3cebc68c5137bcfe24	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
233263f413d3fa31e5161da90355cbe9	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Granulosicoccales	 f__Granulosicoccaceae	 g__Granulosicoccus	
04c3bbb6bb35bc0dc4f68ac95e1634d5	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae		
f639fe1c15a8a2cc503b9d9234a3e370	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae		
1d14193497960c35f03c78d2d1915057	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
ec351738667a891ea33910b49187957f	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Pricia	
3ffffe321878b2af2694bd8977ec4361	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
d5a0a6da2f75082956a21305f8251634	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Pibocella	 s__uncultured_bacterium
c584ef28bf928d070626988fb8412677	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Cyanobacteriales	 f__Xenococcaceae	 g__Pleurocapsa_PCC-7319	 s__Stanieria_sp.
7dcc09cc2a1c5f470d3f726d487dc920	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	 s__uncultured_Roseibacillus
779bc8e86e91ad2e0a19f67c3893be23	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	 s__uncultured_Roseibacillus
4780a5561d9752d99e32bec1ed7c38f1	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	 s__uncultured_Roseibacillus
52b8786fbe1f47a4b4e2315b2c679a30	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
6cdc862fa2dbfee1d0bdd7cb2b04e36d	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Polaribacter	
401298cd8b000438034b4f292552da6b	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Virgulinella_fragilis
01dcc213750e40f98038ddab9371093e	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Mitochondria	 g__Mitochondria	
cc5e5467e8c7680d071de7e77144c99c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
ceb7c0fcfd1677e1406f67c2edfc9807	d__Bacteria						
70a34eb4186c2d25712800d189c5dbdc	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Microtrichaceae	 g__uncultured	
f35b977df3bac558e29b7706ff19a6d8	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
3fc90941ab6278fe778dc232d141cf78	d__Bacteria	 p__Entotheonellaeota	 c__Entotheonellia	 o__Entotheonellales	 f__Entotheonellaceae	 g__Candidatus_Entotheonella	 s__uncultured_delta
e43ef77b50ccbe03517bbcc9af0073e2	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	 s__uncultured_bacterium
15ecb72da9f427d3fc44d3352af28e53	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Psychromonadaceae	 g__Psychromonas	 s__uncultured_proteobacterium
3fbcda6cf3d75f346965337207702387	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Rubripirellula	
ea683f21bd9928593a5a30938f6080ad	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Fucus_vesiculosus
04a5d9fde2c00c422eb917bb495baca2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__uncultured	 s__uncultured_sediment
fccce30c50dc1df458dbc402f103a304	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	 s__bacterium_CUA-466
9d50ed59bf562dd3875b0fe319e19299	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Yoonia-Loktanella	
eb65e06842c61d822815222b69ad3eaf	d__Bacteria	 p__Spirochaetota	 c__Spirochaetia	 o__Spirochaetales	 f__Spirochaetaceae	 g__Spirochaeta_2	 s__Oceanispirochaeta_litoralis
b049ba2f1d3fdb5a902a8658876533b3	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Pricia	 s__uncultured_bacterium
deb7d7352599240d146c06fb2097e780	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__uncultured	 s__uncultured_marine
325255413308cae6c51b649c0677f616	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Lutibacter	
a85717345eb922e1fefc4f501b127d47	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Tenacibaculum	
3e4bd480122e0609e29e04051c8a7296	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Pseudorhodobacter	
d298007c71b1905f8e88b09e657046d9	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Pseudahrensia	
32453327a985820296caae6b79e4eeec	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Rubripirellula	 s__Rubripirellula_obstinata
6ad61d7c9210dbab3934a77864388424	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	
