ASV	Domain	Phylum	Class	Order	Family	Genus	Species
d452572a8eaa79888aa132ff440648ce	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__Thiothrix	 s__Thiothrix_sp.
d267a254ae547621957d63a37c8425c4	d__Bacteria	 p__Desulfobacterota	 c__Desulfuromonadia				
11d723bdc44ac5c708eecaf728c0f748	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pir4_lineage	
fc7711439180dfd1fe364caaaad4582e	d__Bacteria	 p__Firmicutes	 c__Clostridia				
da0878c8db591abfe4cecc8fb3fb2c8e	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__Phycisphaera	 s__uncultured_bacterium
852845932febfc1d5aca75b6d3f6e968	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Neisseriaceae	 g__Neisseria	
fb85685d714c08cb6ac52f8b700bfdb2	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Erythrobacter	 s__Erythrobacter_atlanticus
a91aab563a4ce195c9711b4c7b909578	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Shewanellaceae	 g__Shewanella	
bc0bfbce09da8729ea7bde58b89d50eb	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae		
0bc8a3940704b65444b227b8a9b6a891	Unassigned						
c639ac8df5afc9d7f054ea833dc159e6	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Robiginitomaculum	 s__uncultured_Alphaproteobacteria
559ac38d33478c9a6a7c8c935dbda6ca	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__uncultured	 s__uncultured_organism
38851c3bd8f6aee735b8d6406d927828	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Opitutales	 f__Puniceicoccaceae	 g__Lentimonas	
f0cc2361b367cf06537e588bb8b88776	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Rubripirellula	
7598fb98ae576fb30ff2034a67994c89	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
7f30de0103ba4fed03e5d5a2c4f0c3bc	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Steroidobacterales	 f__Woeseiaceae	 g__Woeseia	 s__uncultured_sediment
93b4db5a9470f96d9864f13bc59de8fb	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
180692adab530e48757a6cb509ced2d0	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__DEV007	 g__DEV007	 s__uncultured_Verrucomicrobiaceae
3ae46e8f2e07b19ef2f3263e15370895	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Microtrichaceae	 g__uncultured	 s__uncultured_Acidimicrobiales
3ec100877e5c7957ed6bf8d903c00797	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiohalorhabdales	 f__Thiohalorhabdaceae	 g__uncultured	 s__uncultured_bacterium
a67d109cf102f9a51b545a273ffe17b9	d__Bacteria	 p__Planctomycetota	 c__Pla4_lineage	 o__Pla4_lineage	 f__Pla4_lineage	 g__Pla4_lineage	 s__uncultured_bacterium
ccf9017f2193294bdf3f6df3182a0350	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Phormidesmiales	 f__Nodosilineaceae	 g__Halomicronema_TFEP1	 s__uncultured_Oscillatoriales
2885a3622007b392f90523b6dcc9a0ad	Unassigned						
ddbdfd01f6cd0f889656f5c8ac1c9f1b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Rubidimonas	 s__uncultured_bacterium
6990da2e7e0db2a9849b1927fe3b5388	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Parasphingopyxis	 s__uncultured_bacterium
58d00290c331c9c8f00bf4500c84c27e	d__Bacteria	 p__Nitrospirota	 c__Nitrospiria	 o__Nitrospirales	 f__Nitrospiraceae	 g__Nitrospira	
022f71cdc31b2743e622f5dc359fa5c7	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__Magnetospiraceae	 g__uncultured	 s__uncultured_deep-sea
3e06403a341993328b01a1d57abf329e	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Steroidobacterales	 f__Woeseiaceae	 g__Woeseia	
941f9130ca92606325330da1eec2e269	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Breznakia	 s__uncultured_bacterium
6ddf1b72da3ab346d97a0233b8aa16ca	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__uncultured	 s__uncultured_bacterium
a237158402b9d2d7d163f72bff6b1207	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Colwelliaceae	 g__Colwellia	
52873f8baba47c07b6356a797173573a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae		
c363cb26b4003bd48b2bc73bec6ffed9	d__Bacteria	 p__Acidobacteriota	 c__Thermoanaerobaculia	 o__Thermoanaerobaculales	 f__Thermoanaerobaculaceae	 g__Subgroup_23	
db4d8608241cf38f21f87cd7f19e5ae7	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Erythrobacter	 s__Erythrobacter_seohaensis
3c6b09e3be75f77b312032801666de4b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae		
5fdc0b8e3e85dc8f0399b73493c31385	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__Marinicella	 s__uncultured_proteobacterium
7c15dcaabdeb029b8356d38a4cd7f260	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Ulvibacter	
85ce008f234390fe6cfad3133711eb3f	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Cellulophaga	 s__uncultured_bacterium
405306e0677c052fcf7e91aa12299587	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__DEV007	 g__DEV007	
1e99bf2d57bfcdc6c1fe46a8983c5059	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Luteolibacter	
a9d688d928f3f0abf6d61a7c8edc0978	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Arenicellales	 f__Arenicellaceae		
43a00aface1056048ec36a4faf03d556	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__Cyclobacteriaceae	 s__Aureibacter_tunicatorum
071b863ea01f2506829a6d241f0a515a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__Kangiellaceae	 g__uncultured	 s__uncultured_gamma
eb488d27b232d00e74de052ff212e533	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	
08535a372da0b1e58ea8c43974a4193c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	
67b1471b0d537283f9a9084dd2101846	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_planctomycete
e242d786e5b0c1399abe156658533d1a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Mitochondria	 g__Mitochondria	 s__Berkeleya_fennica
c63e7ca30a38d607cd34d4ffe69c7ce7	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
a565e651ac677e4beb8011be9edbc6b2	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__Algisphaera	 s__Algisphaera_agarilytica
dcac84a416cea082f92165dd4a1f8b0b	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_planctomycete
707a568e444676cdc6a8f105247f1da0	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Ahrensia	 s__uncultured_bacterium
e96319f5b1d1029359365bbc562ce8ae	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Steroidobacterales	 f__Woeseiaceae	 g__Woeseia	
05c54bc1c04b931d4671b650b082d055	d__Bacteria	 p__Fermentibacterota	 c__Fermentibacteria	 o__Fermentibacterales	 f__Fermentibacteraceae	 g__Fermentibacteraceae	 s__uncultured_bacterium
ab65973dae179cd3c5f8d638414de3a1	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__uncultured	 s__unidentified_eubacterium
49bb7735ea74e1ba9b2dae1263b8f912	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Tepidimonas	
592b92780eda81793a0a096165736753	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__Reichenbachiella	 s__uncultured_Flammeovirgaceae
1abefcbe15ab3e7e93ae294776ff2408	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Halieaceae		
e40313b0c88ebe0a27a8a3dd7e0968ee	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Halieaceae	 g__Halioglobus	
5d9b4450babef869f6fe827889f4b803	Unassigned						
fe408bfba81481a19ec3fc7464675189	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Bythopirellula	 s__uncultured_bacterium
e9fa53dea9c6939ae462b02250050b15	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Winogradskyella	
217daa80057ac8b53fa2dc1755c0ecdf	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Alphaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__Acuticoccus	
20ee143541ce12cb27f5815c4b1310d4	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Chromatiales	 f__Sedimenticolaceae	 g__Sedimenticola	 s__uncultured_gamma
0671f9bd86f95d0e24a41e67b0506a83	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__NS9_marine_group	 g__NS9_marine_group	
457d6a746c5f09393252b6ee11c45a23	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Crocinitomicaceae	 g__Salinirepens	
658d22ea497f1e5830ffba400b29c19d	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Rubidimonas	 s__Rubidimonas_crustatorum
873d22edddd83319c9df7b56a673fee9	d__Bacteria	 p__Verrucomicrobiota	 c__Kiritimatiellae	 o__Kiritimatiellales	 f__Kiritimatiellaceae	 g__R76-B128	
fe02bf550b87251d3be22cc6d79f05ad	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Algibacter	 s__uncultured_bacterium
c32d555b4645da1af3dd11f46cfc4467	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_BD2-2	 g__Bacteroidetes_BD2-2	 s__uncultured_prokaryote
9c1a564b74e7c88f84c9db4525c12101	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Granulosicoccales	 f__Granulosicoccaceae	 g__Granulosicoccus	 s__uncultured_gamma
389aae4a2aafe25e32c26370eafc3719	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae		
9a88f0c947e22d232b13625cdfeb61b9	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	
3213129d393daf09ca93c85d2a27913a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Cellvibrionaceae	 g__uncultured	 s__uncultured_proteobacterium
efb4c2f6e8fd9a5fe0505f34a360d929	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
5170e62febcbbf610e0a82645ecbbe2d	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Portibacter	 s__uncultured_Bacteroidetes
18b5778709d8cc9a18c3c80ea0ad5525	d__Bacteria						
0c29e90315d1388534a211fd74c5a977	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Portibacter	 s__uncultured_bacterium
2f16344f25bf5ccf952faf9d3ba6b3a1	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Colwelliaceae	 g__Thalassotalea	 s__uncultured_proteobacterium
27912334e3994cbd40f93cea09bbaf97	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Crocinitomicaceae	 g__Crocinitomix	 s__Crocinitomix_sp.
90928d4e3a09e49e05faf198ede2c9dd	d__Bacteria	 p__Campilobacterota	 c__Campylobacteria	 o__Campylobacterales	 f__Arcobacteraceae		
da025a6c57b966194fd6329ea2359dd5	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Halieaceae	 g__OM60(NOR5)_clade	
5eab016e8484d2ecbf9752ca243b3f1d	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Rhodopirellula	 s__uncultured_organism
022f7fd95cba64004dde39eb82db21b8	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__B2M28	 f__B2M28	 g__B2M28	 s__uncultured_sediment
20582370d2a5e5204e2ff5cc296cf7c1	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
d49b0c2079979b1dcf8878f1f35e916e	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__uncultured	 s__uncultured_sediment
39d586d6b1a698a5b1e24b7fe39d5fba	Unassigned						
d94bb20cb112cc900253bb031fc8c749	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
90eaffb20bc817e0817b65fc80deef2c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia				
7609a79325157acd909d44d29575b927	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae		
cfa4841876c47b2b88349f168ea2ab76	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Beijerinckiaceae		
67814511cee266f0a83c9f7625973a27	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfocapsaceae	 g__uncultured	 s__uncultured_marine
b7eee8ddc67aec0ce4fe870589515d21	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Rhodopirellula	 s__Rhodopirellula_sp.
1d68d9a6671ac4d42d39ac3cb14a6ca0	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Bythopirellula	 s__uncultured_bacterium
e26035a4c1a99e15af283e1a9999ad33	d__Bacteria	 p__Acidobacteriota	 c__Thermoanaerobaculia	 o__Thermoanaerobaculales	 f__Thermoanaerobaculaceae	 g__Subgroup_10	
2780d34b7158594438d50251a166dd78	d__Bacteria	 p__Verrucomicrobiota	 c__Kiritimatiellae	 o__Kiritimatiellales	 f__Kiritimatiellaceae	 g__R76-B128	
37d8e51217e262fff2c86929b6c5a197	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Colwelliaceae	 g__Colwellia	
12848e3c93115fd4c1dfb2ced70b5dbc	d__Bacteria	 p__Nitrospirota	 c__Nitrospiria	 o__Nitrospirales	 f__Nitrospiraceae	 g__Nitrospira	 s__uncultured_Cytophaga
825e198a2d133450a2a10af9c9f5c1ce	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Moritellaceae	 g__Moritella	
1e2e8d92aa93ac2eefd3f02ed76134ce	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae		
a973e80dc466a1949832d8f1afe5101c	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Robiginitomaculum	 s__uncultured_Alphaproteobacteria
dae0b6c1e9494f05486cc452771371bf	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Arenicellales	 f__Arenicellaceae		
e68a4951a6c83839f4ebaa3e17a1629e	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Rubinisphaeraceae	 g__uncultured	
046866b12d2ff3b425674904dd8d436c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinifilaceae	 g__Marinifilum	
f625cb7ce830ce9ce8928abae5246b48	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae		
1ef16a52d2ea02a364fd45e1af58e006	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
ab6d2b6f3f7960ff3911a43702733a78	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Octadecabacter	 s__uncultured_marine
9d25412171776a4e1c69b01aeb94b5ec	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Alteromonadaceae	 g__Glaciecola	
568b3469e6ec3e1249d46802da7f6906	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_bacterium
b199975aec53dd62723a04f85e236b4a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__B2M28	 f__B2M28	 g__B2M28	 s__uncultured_sediment
def9ac6d182f15538053c359a3d720b7	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfocapsaceae	 g__uncultured	
9782b8ad1f2b668249e8f31ac1546dae	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__uncultured	 s__Bacteroidetes_bacterium
4cd5412400a168c27b5939fd468590ae	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae		
05aec73908824c1ce9308f50ef9d409f	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	
96e4dbdf215529a918958f623971aa75	d__Archaea	 p__Nanoarchaeota	 c__Nanoarchaeia	 o__Woesearchaeales	 f__Woesearchaeales	 g__Woesearchaeales	
44998a2fc143a10b28dbfc81b3acab4b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Nonlabens	 s__Nonlabens_sp.
e3419bd7e883a6339c0f68cf04daf97d	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Octadecabacter	
71e7edecd22ebdde59e68dd3a3e5049f	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Rhodopirellula	 s__uncultured_planctomycete
0fac1773a72b8f12345a58e0f3681c88	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__uncultured	 f__uncultured	 g__uncultured	 s__uncultured_Rhodobacteraceae
b6be03c13a1d7ee9a0c701cb0e1ce814	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Microtrichaceae	 g__Sva0996_marine_group	
5974b04e7c97cce20804acb65cc5b3ec	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
a6b53e2bd8f3d571e24a40c611a2e308	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Rhodopirellula	
2590315aeda89bc657333800b9d1de64	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__uncultured	 s__uncultured_Cytophaga
c57e8b098810564d2490420b3e822a4b	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pir4_lineage	 s__uncultured_Planctomycetales
61f2de7da344cb2bf56df0bc9354177e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Lutimonas	
5e5fef5a071a5c275517434412bcefaa	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__uncultured	 s__uncultured_bacterium
8b04f70a858d95462a25fd55da4f21b4	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Halieaceae	 g__Marimicrobium	 s__uncultured_bacterium
c104f5c50a64f14c582ffab9a1101ead	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Candidatus_Megaira	
95f1ba2d3b2defee77df70c1ce02386c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__Tunicatimonas	 s__uncultured_bacterium
1637aa4eef0b5da1ae0beaf05d816c04	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Robiginitomaculum	 s__Robiginitomaculum_antarcticum
d503d0ae91246ae5a2edfff60ae60d35	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	 s__Lewinella_sp.
e0f4c07e1855459ac48f93642c21562d	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Erythrobacter	
5f7d52f5e3848b306191d6278cc77b17	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Rubidimonas	 s__Rubidimonas_crustatorum
ef38966589875a3fbde7c2ba0b52a810	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Luteolibacter	
1e6b7b4afc6c5ecd5c75fff04eaa1a6e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__uncultured	 s__bacterium_SS9.17
2b27538e29738b14388b32855cdd0517	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
f202cb14f663df57ffdb33ac1fb51a3c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	 s__Lewinella_persica
8814f57801a709c92a6af53d82441746	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Iamiaceae	 g__Iamia	 s__Aquihabitans_daechungensis
2460d084caa989e9a0c9983c2f5c89ba	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Candidatus_Megaira	
cfb20b3bd4d65ecbee897a2e8946a50d	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__uncultured	 g__uncultured	 s__uncultured_Bacteroidetes/Chlorobi
c86ebe31d43baf3ec9d040c6e0d04c1f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Cellvibrionaceae	 g__Cellvibrio	
f283d24e60553cfde22e8a01fcb843d8	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae		
2c699a0e9f116a13cc020f7570ea71f1	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	
15007cbdbcd2882a257495a4060d5e53	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Aquimarina	 s__Flavobacteriaceae_bacterium
7ed6dc8d8a1e316da90a53fa183fb1b9	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Rubinisphaeraceae	 g__Planctomicrobium	 s__uncultured_planctomycete
88d6f52a168add3bd2f126b794851b96	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Wenyingzhuangia	 s__uncultured_bacterium
118fa0e8556555b755c3359a62ccdb41	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Microtrichaceae	 g__uncultured	 s__uncultured_marine
99567e4d286ffe1529202bb2c52751d6	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__Roseivirga	
8ff2a329004954c7b9099627d1ddc27c	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__Cocleimonas	
204fb4be379b8a8a1ebed1d516bb9c9d	d__Bacteria	 p__Patescibacteria	 c__Gracilibacteria	 o__Absconditabacteriales_(SR1)	 f__Absconditabacteriales_(SR1)	 g__Absconditabacteriales_(SR1)	 s__uncultured_organism
6b95c4e06aa035e03a094979a675e888	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Nitrosococcales	 f__Nitrosococcaceae	 g__SZB85	 s__uncultured_gamma
cbf1576c6d7ad7f58ece06cef30f8a5f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Ahrensia	
1fc70a4bd125acf2419ffca331931429	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae		
